Fecha,Medicamento,Consumo Histórico,Inventario Actual,Brote Enfermedad (0/1),Nivel de Ingresos (Bajo/Medio/Alto),Desabastecimiento (0/1)
2023-06-04,Loratadina,269,794,0,Bajo,0
2021-07-23,Aspirina,197,124,0,Medio,1
2024-07-27,Paracetamol,240,749,0,Alto,0
2021-08-13,Omeprazol,69,943,0,Medio,0
2023-05-12,Metformina,212,870,0,Bajo,1
2024-01-14,Loratadina,217,398,0,Bajo,0
2021-06-20,Ibuprofeno,483,938,0,Bajo,0
2024-08-31,Ibuprofeno,411,584,0,Alto,0
2024-06-30,Amoxicilina,466,740,0,Bajo,0
2021-03-07,Ibuprofeno,76,493,0,Medio,0
2023-11-09,Metformina,79,187,0,Alto,1
2022-08-19,Amoxicilina,239,264,1,Alto,0
2023-07-21,Salbutamol,424,719,0,Medio,0
2023-10-10,Metformina,308,625,1,Bajo,0
2021-01-05,Amoxicilina,294,855,0,Bajo,0
2022-07-04,Omeprazol,337,958,0,Alto,0
2024-07-21,Simvastatina,74,481,0,Bajo,0
2024-06-02,Simvastatina,494,944,0,Alto,0
2021-11-03,Ibuprofeno,118,654,0,Medio,0
2022-10-28,Ibuprofeno,63,348,0,Medio,0
2022-02-20,Salbutamol,245,189,0,Bajo,0
2022-11-08,Losartan,253,988,0,Alto,0
2024-02-15,Loratadina,344,910,1,Bajo,0
2022-04-09,Metformina,169,744,0,Bajo,0
2023-09-04,Losartan,492,942,1,Alto,0
2021-05-18,Metformina,185,181,1,Medio,0
2023-08-15,Aspirina,328,685,0,Alto,0
2022-09-13,Salbutamol,182,127,0,Alto,0
2022-09-18,Aspirina,305,910,0,Bajo,0
2022-08-01,Ibuprofeno,161,272,0,Alto,0
2021-09-30,Simvastatina,177,882,0,Medio,0
2024-06-02,Metformina,246,595,0,Alto,0
2022-06-03,Simvastatina,318,695,1,Medio,0
2021-07-06,Losartan,197,472,0,Medio,0
2021-12-25,Salbutamol,237,941,0,Alto,0
2023-01-02,Losartan,354,381,0,Alto,0
2022-06-30,Amoxicilina,144,389,0,Alto,0
2021-09-23,Metformina,161,846,0,Medio,0
2021-09-02,Paracetamol,391,754,0,Alto,0
2022-06-06,Metformina,488,491,0,Medio,0
2021-10-10,Metformina,160,587,0,Bajo,0
2022-10-18,Salbutamol,314,156,0,Medio,0
2022-07-20,Simvastatina,221,471,0,Bajo,0
2022-06-26,Amoxicilina,78,207,0,Bajo,0
2023-02-20,Ibuprofeno,459,145,0,Alto,0
2024-01-22,Loratadina,300,135,0,Bajo,0
2022-08-18,Loratadina,227,267,1,Medio,0
2022-02-02,Salbutamol,314,154,0,Bajo,0
2021-05-23,Simvastatina,315,116,1,Alto,0
2023-11-10,Ibuprofeno,225,895,0,Medio,0
2023-05-05,Ibuprofeno,199,964,0,Bajo,0
2024-03-08,Salbutamol,392,989,0,Bajo,0
2021-11-01,Salbutamol,268,189,0,Alto,0
2021-12-07,Loratadina,194,403,0,Alto,0
2021-11-20,Aspirina,448,662,1,Bajo,0
2022-01-23,Ibuprofeno,467,500,0,Bajo,0
2022-07-02,Amoxicilina,234,570,0,Medio,0
2023-08-11,Losartan,257,507,0,Bajo,0
2021-08-10,Amoxicilina,469,792,0,Alto,0
2022-04-13,Metformina,266,286,0,Medio,0
2023-03-20,Omeprazol,50,629,1,Medio,0
2022-12-04,Aspirina,247,316,1,Medio,0
2023-07-19,Ibuprofeno,253,627,0,Bajo,0
2021-09-09,Metformina,478,155,0,Alto,0
2022-09-01,Salbutamol,101,639,0,Alto,0
2021-11-14,Paracetamol,207,513,0,Alto,0
2021-09-23,Paracetamol,289,670,0,Bajo,0
2023-09-07,Simvastatina,466,222,0,Bajo,0
2021-10-22,Amoxicilina,195,421,0,Alto,0
2023-07-12,Salbutamol,345,697,0,Alto,0
2024-06-05,Losartan,81,802,0,Medio,1
2023-12-24,Losartan,361,374,0,Bajo,0
2022-01-30,Salbutamol,205,902,0,Bajo,0
2024-08-28,Salbutamol,263,610,0,Bajo,0
2024-02-09,Loratadina,210,566,1,Alto,0
2022-04-18,Loratadina,272,810,1,Bajo,0
2021-01-22,Salbutamol,386,397,0,Bajo,0
2023-09-10,Metformina,333,341,0,Bajo,0
2022-05-15,Metformina,90,387,0,Medio,0
2024-04-03,Losartan,165,470,0,Medio,0
2022-06-30,Salbutamol,282,618,0,Bajo,0
2022-10-31,Aspirina,400,612,0,Medio,0
2024-05-02,Paracetamol,297,552,0,Alto,0
2022-12-21,Simvastatina,438,261,1,Medio,0
2022-06-30,Metformina,474,529,0,Medio,0
2023-12-20,Simvastatina,351,214,0,Bajo,0
2021-11-04,Amoxicilina,155,192,1,Alto,0
2024-05-05,Loratadina,188,482,0,Medio,1
2023-11-12,Omeprazol,353,806,0,Bajo,0
2023-02-09,Aspirina,199,798,0,Alto,0
2023-06-26,Losartan,203,705,0,Alto,0
2022-06-11,Omeprazol,287,384,1,Bajo,0
2022-10-29,Paracetamol,499,458,0,Alto,0
2021-12-07,Omeprazol,98,340,0,Medio,0
2023-06-05,Metformina,268,452,0,Alto,0
2021-02-04,Ibuprofeno,50,362,0,Medio,0
2024-02-22,Metformina,369,457,1,Bajo,0
2021-07-23,Amoxicilina,107,616,0,Alto,0
2021-12-21,Metformina,410,600,0,Alto,0
2021-01-21,Metformina,76,341,0,Bajo,0
2023-01-02,Salbutamol,452,304,0,Medio,0
2021-02-06,Simvastatina,160,234,0,Bajo,0
2021-02-19,Simvastatina,496,664,0,Alto,0
2024-07-17,Ibuprofeno,222,604,1,Alto,0
2022-09-18,Salbutamol,409,672,0,Alto,0
2024-06-10,Omeprazol,327,689,0,Bajo,0
2023-05-02,Salbutamol,308,323,0,Bajo,1
2023-07-15,Simvastatina,350,183,0,Medio,0
2023-10-20,Ibuprofeno,212,330,0,Alto,0
2021-09-19,Loratadina,372,979,0,Bajo,0
2021-05-10,Loratadina,456,319,0,Alto,0
2022-01-27,Simvastatina,352,712,0,Alto,0
2024-05-10,Salbutamol,139,561,0,Bajo,0
2023-05-20,Simvastatina,297,985,0,Bajo,0
2023-03-22,Loratadina,482,623,0,Bajo,0
2021-06-27,Omeprazol,86,386,0,Medio,0
2021-07-21,Metformina,394,542,0,Bajo,0
2021-11-03,Ibuprofeno,229,751,0,Medio,0
2023-07-05,Amoxicilina,96,205,0,Alto,0
2023-06-21,Simvastatina,310,483,0,Bajo,0
2023-12-26,Aspirina,430,987,0,Alto,0
2021-06-27,Ibuprofeno,410,971,0,Bajo,0
2021-11-08,Ibuprofeno,368,442,0,Medio,0
2023-07-08,Metformina,209,706,0,Bajo,0
2024-07-29,Paracetamol,434,821,0,Alto,0
2023-05-20,Salbutamol,183,271,1,Medio,0
2021-06-15,Simvastatina,94,230,0,Medio,0
2022-04-10,Losartan,411,869,0,Medio,0
2021-04-05,Salbutamol,288,591,0,Medio,0
2024-01-19,Aspirina,142,149,0,Alto,0
2023-10-31,Omeprazol,134,994,0,Medio,0
2022-03-27,Metformina,205,144,0,Bajo,0
2023-12-05,Simvastatina,497,914,0,Alto,0
2022-10-26,Amoxicilina,94,406,0,Alto,0
2022-11-22,Ibuprofeno,108,244,1,Bajo,0
2021-10-04,Omeprazol,298,750,0,Medio,0
2021-06-01,Aspirina,330,249,0,Alto,0
2021-05-31,Aspirina,461,668,0,Medio,0
2023-10-18,Simvastatina,157,940,0,Medio,0
2021-11-14,Aspirina,402,856,0,Medio,0
2023-04-07,Amoxicilina,476,677,0,Bajo,0
2021-08-29,Losartan,215,669,0,Bajo,0
2024-01-22,Simvastatina,138,184,0,Alto,0
2023-02-15,Aspirina,376,866,0,Medio,0
2022-09-07,Salbutamol,67,469,0,Alto,0
2022-03-13,Ibuprofeno,243,307,1,Bajo,0
2021-03-01,Losartan,109,912,0,Bajo,0
2023-08-01,Salbutamol,136,456,0,Alto,0
2022-12-21,Metformina,163,750,0,Alto,0
2021-01-08,Loratadina,289,190,0,Medio,0
2021-12-19,Simvastatina,259,593,1,Alto,0
2024-06-13,Losartan,142,365,0,Alto,0
2023-11-22,Ibuprofeno,273,178,0,Bajo,0
2022-06-06,Metformina,352,480,1,Medio,0
2021-10-18,Loratadina,247,132,0,Bajo,0
2021-07-23,Aspirina,390,295,0,Alto,1
2024-04-08,Omeprazol,334,276,0,Medio,0
2021-02-08,Salbutamol,254,362,0,Medio,0
2022-05-20,Salbutamol,316,823,0,Alto,0
2024-01-01,Metformina,52,267,0,Bajo,0
2022-03-28,Metformina,59,533,0,Alto,0
2022-09-02,Omeprazol,140,387,1,Bajo,0
2022-10-01,Metformina,116,715,0,Bajo,0
2022-01-14,Paracetamol,335,545,0,Medio,0
2021-06-16,Losartan,283,499,0,Bajo,0
2024-03-21,Losartan,129,818,0,Medio,0
2024-05-30,Salbutamol,385,617,0,Bajo,0
2021-08-21,Salbutamol,130,223,0,Bajo,0
2023-09-15,Salbutamol,340,280,0,Medio,1
2023-01-25,Metformina,334,964,0,Bajo,1
2021-11-28,Metformina,387,968,1,Bajo,0
2022-02-22,Ibuprofeno,115,936,0,Bajo,0
2023-03-24,Omeprazol,455,644,0,Medio,0
2022-08-15,Ibuprofeno,207,455,1,Bajo,0
2024-01-27,Aspirina,251,891,0,Alto,0
2021-08-26,Metformina,415,528,0,Medio,1
2023-09-03,Aspirina,112,204,1,Bajo,0
2023-05-06,Loratadina,73,141,0,Alto,0
2021-01-24,Aspirina,222,377,0,Alto,0
2022-04-22,Paracetamol,482,832,0,Alto,0
2023-12-06,Amoxicilina,212,293,0,Bajo,0
2021-09-10,Simvastatina,343,312,0,Alto,0
2024-04-28,Simvastatina,489,212,0,Alto,0
2021-09-19,Aspirina,184,413,0,Alto,0
2023-11-11,Salbutamol,416,794,0,Bajo,0
2021-11-10,Omeprazol,65,685,0,Alto,0
2024-07-31,Losartan,354,278,1,Medio,0
2021-07-31,Salbutamol,341,532,0,Alto,0
2023-03-11,Losartan,488,583,1,Bajo,0
2022-09-10,Metformina,464,111,0,Alto,0
2021-07-21,Salbutamol,320,388,0,Medio,0
2024-08-03,Aspirina,101,508,0,Alto,0
2022-06-02,Simvastatina,389,168,0,Medio,0
2023-08-07,Aspirina,81,644,0,Alto,0
2021-08-13,Omeprazol,103,874,0,Bajo,0
2021-09-17,Losartan,253,286,0,Alto,0
2022-08-02,Salbutamol,381,666,0,Medio,0
2023-12-11,Paracetamol,277,898,0,Alto,0
2021-08-16,Losartan,202,962,0,Alto,0
2022-07-29,Loratadina,249,310,0,Alto,0
2024-05-31,Aspirina,140,221,0,Medio,0
2023-08-19,Loratadina,296,234,1,Bajo,1
2023-07-21,Simvastatina,276,542,1,Alto,0
2021-03-06,Salbutamol,335,736,0,Bajo,0
2022-04-28,Loratadina,341,910,0,Medio,0
2023-11-12,Aspirina,353,698,0,Alto,0
2023-02-03,Paracetamol,134,141,0,Alto,0
2024-08-21,Metformina,197,401,0,Medio,0
2022-10-23,Loratadina,172,689,0,Medio,0
2021-05-29,Simvastatina,291,970,0,Bajo,0
2023-04-26,Paracetamol,296,851,1,Bajo,0
2022-02-07,Losartan,234,961,0,Medio,0
2021-08-02,Amoxicilina,405,707,0,Alto,0
2023-12-09,Omeprazol,311,439,0,Alto,0
2023-06-08,Salbutamol,333,768,0,Medio,0
2021-07-10,Aspirina,270,234,0,Medio,1
2022-03-10,Loratadina,269,477,0,Alto,0
2023-01-26,Amoxicilina,103,480,0,Bajo,0
2021-02-27,Simvastatina,445,226,0,Bajo,0
2021-10-10,Loratadina,177,969,0,Medio,1
2024-06-08,Amoxicilina,134,698,0,Alto,0
2022-09-17,Aspirina,192,302,0,Bajo,0
2021-05-24,Loratadina,172,991,0,Bajo,0
2021-06-30,Paracetamol,99,230,0,Bajo,0
2021-08-16,Simvastatina,432,134,0,Bajo,0
2021-05-01,Paracetamol,410,156,0,Medio,0
2022-10-12,Ibuprofeno,106,682,0,Bajo,0
2021-05-06,Paracetamol,241,721,0,Medio,0
2024-07-17,Ibuprofeno,112,397,0,Alto,0
2022-04-28,Salbutamol,463,677,0,Medio,0
2021-08-09,Losartan,413,553,0,Bajo,0
2024-08-26,Aspirina,63,587,0,Bajo,1
2022-12-11,Aspirina,469,175,0,Medio,0
2022-12-02,Paracetamol,143,751,1,Alto,0
2024-06-03,Metformina,256,308,0,Alto,0
2023-03-03,Paracetamol,93,653,0,Medio,0
2022-06-18,Amoxicilina,203,166,0,Bajo,0
2023-05-12,Simvastatina,59,411,0,Medio,0
2023-12-14,Paracetamol,129,811,0,Alto,0
2024-05-06,Simvastatina,445,395,0,Alto,0
2021-08-14,Loratadina,106,164,0,Medio,0
2022-04-25,Losartan,138,486,0,Bajo,1
2023-07-01,Omeprazol,226,952,0,Medio,0
2021-06-23,Ibuprofeno,386,817,0,Medio,0
2023-03-08,Loratadina,56,750,0,Medio,0
2023-03-16,Losartan,309,886,0,Bajo,0
2021-11-26,Ibuprofeno,97,845,0,Alto,0
2021-11-15,Aspirina,371,711,0,Alto,0
2024-03-19,Ibuprofeno,320,785,0,Alto,0
2024-01-26,Amoxicilina,54,322,1,Bajo,0
2023-02-18,Simvastatina,267,740,0,Alto,0
2024-08-17,Loratadina,279,117,0,Medio,0
2021-02-13,Ibuprofeno,290,150,0,Bajo,0
2023-06-11,Loratadina,326,114,0,Alto,0
2024-01-10,Aspirina,417,969,0,Bajo,0
2023-05-24,Ibuprofeno,426,808,0,Alto,0
2022-01-22,Paracetamol,457,760,0,Bajo,0
2023-01-15,Simvastatina,243,152,0,Alto,0
2021-03-10,Ibuprofeno,174,561,0,Alto,0
2022-07-09,Losartan,197,246,0,Bajo,0
2023-06-20,Ibuprofeno,263,352,0,Alto,0
2022-12-14,Paracetamol,222,334,0,Bajo,0
2024-05-25,Aspirina,354,694,1,Bajo,0
2024-08-28,Omeprazol,473,318,0,Alto,0
2021-10-23,Losartan,455,460,0,Bajo,0
2021-02-25,Amoxicilina,219,213,1,Bajo,0
2021-08-21,Paracetamol,209,635,0,Bajo,0
2023-10-26,Simvastatina,403,591,0,Alto,0
2021-01-17,Losartan,343,520,0,Bajo,0
2023-07-20,Metformina,329,135,0,Alto,0
2023-07-12,Omeprazol,172,153,0,Alto,0
2023-01-09,Metformina,406,572,0,Bajo,0
2022-11-10,Omeprazol,416,115,0,Bajo,0
2023-07-02,Ibuprofeno,424,979,0,Bajo,0
2023-12-15,Simvastatina,405,770,1,Medio,0
2023-01-08,Loratadina,349,901,0,Bajo,1
2021-04-23,Losartan,311,288,0,Alto,0
2024-05-08,Amoxicilina,350,694,0,Alto,0
2021-01-09,Ibuprofeno,221,870,0,Medio,0
2023-04-18,Metformina,242,928,0,Medio,0
2021-09-07,Simvastatina,482,541,0,Alto,0
2023-05-21,Simvastatina,89,938,0,Medio,0
2021-05-02,Loratadina,479,664,0,Bajo,0
2022-07-04,Salbutamol,371,780,0,Medio,0
2021-08-26,Omeprazol,79,924,0,Bajo,0
2021-03-05,Amoxicilina,325,455,0,Medio,0
2021-12-06,Losartan,288,996,0,Medio,0
2023-03-18,Simvastatina,292,223,0,Medio,0
2024-02-04,Amoxicilina,307,902,0,Bajo,0
2022-08-16,Loratadina,347,444,0,Alto,0
2021-07-17,Salbutamol,451,264,0,Bajo,0
2022-07-11,Aspirina,331,949,0,Medio,0
2021-06-23,Amoxicilina,482,262,0,Medio,0
2021-06-22,Losartan,455,134,0,Medio,0
2021-11-03,Amoxicilina,394,412,0,Medio,0
2023-12-15,Omeprazol,493,566,0,Bajo,0
2022-02-03,Omeprazol,127,416,1,Medio,0
2023-10-02,Loratadina,448,749,1,Bajo,0
2024-05-01,Loratadina,383,286,0,Bajo,0
2022-03-28,Amoxicilina,462,627,0,Alto,0
2023-08-19,Omeprazol,207,424,0,Alto,0
2023-08-23,Aspirina,433,498,0,Medio,0
2023-09-13,Ibuprofeno,357,238,0,Alto,0
2021-02-05,Metformina,233,948,0,Bajo,0
2024-06-23,Simvastatina,62,867,0,Bajo,0
2024-06-12,Losartan,108,747,1,Medio,0
2022-06-03,Aspirina,420,499,0,Medio,0
2022-05-21,Salbutamol,269,738,0,Bajo,0
2023-09-27,Salbutamol,161,295,0,Medio,0
2024-01-10,Amoxicilina,350,294,0,Bajo,0
2021-03-15,Omeprazol,276,858,0,Medio,0
2023-10-26,Losartan,440,317,0,Alto,0
2021-01-06,Omeprazol,299,439,0,Alto,0
2021-04-18,Aspirina,413,803,0,Medio,0
2022-04-03,Omeprazol,475,837,1,Alto,0
2024-07-18,Simvastatina,405,803,0,Bajo,0
2024-08-11,Metformina,60,348,0,Medio,0
2021-10-01,Losartan,348,172,0,Bajo,0
2021-07-05,Losartan,322,640,0,Alto,0
2022-05-04,Ibuprofeno,335,367,0,Medio,0
2023-01-15,Aspirina,270,854,0,Bajo,0
2022-08-24,Aspirina,118,158,0,Bajo,0
2021-12-20,Amoxicilina,275,565,0,Alto,0
2022-03-01,Omeprazol,326,906,0,Bajo,0
2022-09-18,Aspirina,99,378,0,Bajo,0
2023-02-14,Loratadina,243,801,0,Bajo,0
2023-11-12,Losartan,454,890,0,Alto,0
2022-04-27,Losartan,299,773,0,Alto,0
2022-04-16,Paracetamol,372,489,1,Medio,0
2021-06-16,Metformina,224,283,0,Alto,0
2024-02-01,Amoxicilina,157,787,0,Alto,0
2022-07-14,Aspirina,414,381,0,Medio,0
2024-05-30,Metformina,103,503,0,Bajo,0
2022-09-20,Salbutamol,237,249,1,Alto,0
2021-01-09,Salbutamol,174,492,0,Medio,0
2023-11-20,Loratadina,112,711,0,Alto,0
2021-04-06,Metformina,97,401,1,Bajo,0
2023-01-30,Simvastatina,164,990,0,Medio,0
2022-02-21,Losartan,452,600,0,Medio,0
2024-06-25,Loratadina,374,688,1,Bajo,0
2022-02-22,Paracetamol,335,499,0,Bajo,0
2021-02-20,Salbutamol,358,730,0,Medio,0
2024-06-03,Omeprazol,286,600,0,Medio,0
2023-04-23,Salbutamol,195,896,0,Alto,0
2022-08-12,Loratadina,201,519,0,Medio,0
2022-06-01,Aspirina,73,184,0,Medio,0
2021-07-20,Metformina,388,146,0,Medio,0
2023-05-18,Losartan,474,331,0,Medio,0
2021-09-30,Simvastatina,295,635,0,Bajo,0
2023-06-15,Metformina,469,545,0,Bajo,0
2021-09-19,Metformina,416,327,0,Bajo,1
2021-12-10,Omeprazol,92,577,0,Medio,0
2021-02-15,Aspirina,68,324,0,Alto,0
2021-07-01,Paracetamol,128,869,0,Bajo,1
2024-05-28,Paracetamol,209,281,0,Medio,0
2021-01-23,Salbutamol,310,514,0,Bajo,0
2024-01-06,Omeprazol,172,843,0,Alto,0
2024-01-31,Loratadina,107,817,0,Alto,0
2022-12-16,Loratadina,344,770,0,Alto,0
2024-05-10,Salbutamol,314,561,0,Medio,0
2022-01-19,Ibuprofeno,291,854,0,Medio,1
2023-12-07,Ibuprofeno,185,519,0,Medio,0
2024-03-27,Ibuprofeno,227,743,0,Medio,0
2022-02-12,Salbutamol,236,341,0,Alto,0
2023-07-10,Simvastatina,434,827,0,Bajo,0
2023-11-27,Salbutamol,237,867,0,Bajo,0
2021-04-22,Loratadina,380,809,0,Bajo,0
2022-09-19,Paracetamol,402,108,0,Bajo,0
2024-02-20,Metformina,211,705,0,Medio,0
2021-03-09,Omeprazol,113,816,0,Bajo,0
2023-08-03,Metformina,391,401,0,Alto,0
2022-10-28,Paracetamol,409,195,0,Alto,0
2023-12-31,Simvastatina,291,607,0,Medio,0
2023-08-21,Omeprazol,330,199,0,Bajo,0
2023-02-25,Ibuprofeno,393,570,0,Medio,0
2023-01-13,Metformina,142,394,0,Bajo,0
2022-09-05,Aspirina,484,587,0,Bajo,0
2023-11-07,Losartan,412,656,0,Medio,0
2024-01-20,Metformina,269,649,0,Alto,0
2021-07-03,Aspirina,135,795,0,Bajo,0
2024-02-12,Losartan,326,850,0,Bajo,0
2022-11-06,Ibuprofeno,481,286,0,Bajo,0
2023-09-27,Simvastatina,110,766,0,Bajo,0
2022-07-27,Salbutamol,144,506,0,Alto,0
2021-12-19,Simvastatina,105,594,0,Medio,0
2024-01-07,Salbutamol,136,596,1,Alto,0
2024-02-13,Losartan,61,632,0,Medio,0
2023-11-02,Losartan,370,902,0,Alto,0
2021-10-20,Amoxicilina,121,175,0,Medio,0
2024-08-24,Metformina,237,602,0,Medio,0
2021-02-18,Simvastatina,336,935,0,Alto,0
2023-08-18,Salbutamol,167,545,0,Medio,0
2023-03-11,Salbutamol,288,322,0,Alto,0
2021-11-24,Simvastatina,497,688,0,Alto,0
2024-03-25,Metformina,177,911,0,Alto,0
2024-03-19,Omeprazol,468,176,0,Alto,0
2023-09-05,Metformina,288,242,0,Medio,0
2022-01-07,Paracetamol,357,773,0,Bajo,0
2021-04-18,Omeprazol,485,477,0,Bajo,0
2023-08-22,Simvastatina,228,854,0,Medio,0
2023-09-22,Simvastatina,158,640,0,Alto,0
2021-02-09,Simvastatina,284,998,0,Medio,0
2022-04-05,Salbutamol,351,368,0,Medio,0
2023-02-20,Omeprazol,112,911,0,Medio,0
2024-08-29,Simvastatina,453,368,0,Alto,1
2021-07-28,Simvastatina,161,958,0,Bajo,1
2021-05-08,Aspirina,151,377,0,Alto,0
2021-01-01,Aspirina,101,103,0,Bajo,0
2023-05-09,Amoxicilina,289,234,0,Medio,0
2023-07-09,Ibuprofeno,471,947,0,Bajo,0
2024-02-16,Loratadina,149,193,0,Medio,0
2021-06-26,Aspirina,411,846,0,Alto,1
2023-09-14,Amoxicilina,287,615,0,Medio,0
2021-10-19,Amoxicilina,421,554,0,Bajo,0
2021-06-27,Amoxicilina,477,609,0,Medio,0
2022-07-16,Paracetamol,104,786,0,Medio,0
2023-08-18,Amoxicilina,347,305,0,Medio,0
2023-01-12,Ibuprofeno,499,987,0,Alto,0
2023-05-24,Metformina,110,455,0,Alto,0
2021-01-15,Loratadina,102,468,1,Alto,1
2024-06-23,Amoxicilina,499,354,0,Medio,0
2021-09-18,Paracetamol,153,127,0,Bajo,0
2022-03-31,Simvastatina,109,822,0,Alto,0
2024-06-28,Metformina,300,223,1,Alto,0
2021-06-01,Aspirina,154,111,1,Alto,1
2024-03-08,Loratadina,192,697,0,Bajo,0
2022-08-10,Salbutamol,461,786,0,Medio,0
2023-09-11,Losartan,130,241,0,Alto,0
2023-10-09,Metformina,368,408,0,Alto,0
2022-06-06,Metformina,287,882,0,Bajo,0
2023-12-23,Amoxicilina,114,120,0,Bajo,0
2022-09-30,Omeprazol,195,603,0,Medio,0
2024-06-12,Ibuprofeno,103,460,0,Alto,1
2024-06-30,Metformina,363,607,0,Bajo,0
2022-04-10,Ibuprofeno,206,776,1,Alto,0
2022-04-19,Simvastatina,302,718,0,Alto,1
2021-11-25,Salbutamol,86,719,0,Bajo,0
2022-05-15,Metformina,225,337,0,Medio,0
2023-05-19,Loratadina,101,617,0,Alto,0
2023-04-26,Omeprazol,184,773,0,Medio,1
2022-08-22,Ibuprofeno,155,987,0,Bajo,0
2022-08-04,Omeprazol,247,802,0,Medio,0
2021-08-23,Salbutamol,331,817,0,Bajo,0
2022-11-24,Omeprazol,383,930,0,Medio,0
2021-05-10,Simvastatina,354,627,0,Bajo,0
2024-02-27,Paracetamol,464,955,0,Alto,0
2023-03-01,Salbutamol,212,406,0,Alto,0
2024-07-19,Paracetamol,406,444,0,Medio,0
2023-02-03,Metformina,227,737,0,Medio,0
2023-05-28,Metformina,291,736,0,Bajo,0
2022-10-20,Paracetamol,73,495,0,Alto,1
2023-10-13,Metformina,171,424,0,Medio,0
2023-06-08,Simvastatina,347,422,0,Alto,0
2023-02-11,Losartan,459,542,0,Medio,0
2024-04-24,Paracetamol,194,751,0,Bajo,0
2023-11-20,Simvastatina,444,784,0,Alto,0
2021-02-23,Aspirina,469,112,0,Alto,0
2022-06-13,Salbutamol,175,427,0,Bajo,0
2022-02-12,Aspirina,148,441,0,Bajo,0
2023-04-05,Metformina,480,515,0,Bajo,0
2022-01-02,Salbutamol,364,922,0,Alto,0
2024-08-29,Amoxicilina,400,526,0,Medio,0
2021-02-20,Omeprazol,376,928,0,Medio,0
2021-04-29,Amoxicilina,369,998,0,Alto,0
2023-09-08,Amoxicilina,95,622,0,Medio,0
2023-02-06,Loratadina,233,644,0,Medio,0
2022-06-09,Loratadina,284,894,0,Alto,0
2021-04-14,Amoxicilina,99,464,0,Bajo,0
2021-11-22,Salbutamol,125,649,0,Alto,0
2023-10-01,Omeprazol,189,757,1,Alto,0
2023-04-17,Salbutamol,481,112,1,Bajo,0
2022-05-07,Ibuprofeno,255,599,0,Medio,0
2023-09-10,Metformina,227,517,0,Bajo,0
2024-05-19,Salbutamol,225,870,1,Bajo,0
2021-06-18,Metformina,429,544,0,Medio,0
2022-04-09,Losartan,179,132,0,Alto,0
2024-04-02,Metformina,442,827,0,Alto,0
2024-03-02,Loratadina,339,630,0,Medio,0
2023-06-24,Simvastatina,314,115,0,Alto,0
2021-02-10,Ibuprofeno,130,758,0,Bajo,0
2021-05-29,Aspirina,384,751,0,Bajo,0
2023-04-02,Salbutamol,281,867,0,Medio,0
2022-04-30,Aspirina,216,133,0,Alto,0
2023-09-13,Omeprazol,366,503,0,Bajo,0
2022-10-02,Simvastatina,214,285,0,Alto,0
2021-02-21,Salbutamol,263,125,0,Medio,1
2022-12-01,Losartan,288,472,0,Bajo,0
2022-11-08,Aspirina,276,821,0,Alto,0
2022-02-26,Metformina,263,339,0,Bajo,0
2023-11-23,Loratadina,263,464,0,Alto,0
2023-11-05,Losartan,195,410,0,Bajo,0
2024-07-28,Simvastatina,300,567,0,Bajo,0
2021-04-13,Metformina,440,757,0,Alto,0
2024-02-04,Ibuprofeno,471,612,0,Bajo,0
2022-03-27,Omeprazol,467,550,0,Medio,0
2021-08-28,Simvastatina,347,997,0,Medio,0
2022-04-21,Ibuprofeno,301,421,0,Medio,0
2023-11-12,Salbutamol,166,826,0,Medio,0
2024-05-15,Simvastatina,63,542,0,Alto,0
2022-03-27,Salbutamol,82,590,0,Bajo,0
2023-06-03,Simvastatina,273,584,0,Medio,0
2021-06-22,Metformina,443,929,0,Bajo,0
2021-06-05,Aspirina,273,114,0,Bajo,0
2021-07-04,Losartan,64,659,0,Alto,0
2022-10-14,Paracetamol,250,966,0,Alto,0
2023-04-11,Metformina,197,974,0,Alto,0
2022-06-11,Omeprazol,409,259,0,Alto,0
2021-12-07,Aspirina,437,666,0,Bajo,0
2024-07-11,Amoxicilina,426,926,0,Alto,0
2023-02-26,Simvastatina,389,787,0,Bajo,0
2022-02-02,Salbutamol,485,329,0,Bajo,0
2022-10-28,Paracetamol,65,326,0,Bajo,0
2023-10-17,Omeprazol,427,447,0,Bajo,0
2023-04-18,Loratadina,466,964,0,Medio,0
2022-03-23,Losartan,420,207,0,Alto,0
2021-07-14,Simvastatina,238,151,0,Alto,0
2021-04-30,Ibuprofeno,360,664,0,Medio,0
2022-04-04,Omeprazol,179,720,0,Alto,0
2023-10-20,Salbutamol,200,752,0,Alto,0
2021-09-28,Ibuprofeno,171,591,0,Bajo,0
2023-09-08,Loratadina,203,211,0,Medio,0
2021-04-21,Simvastatina,474,191,0,Medio,0
2023-06-27,Metformina,256,747,0,Bajo,0
2023-08-21,Loratadina,194,244,0,Alto,0
2021-05-19,Losartan,407,720,0,Bajo,0
2021-11-14,Omeprazol,158,605,0,Bajo,0
2022-10-26,Loratadina,65,372,0,Bajo,0
2022-11-27,Loratadina,66,918,0,Medio,0
2022-05-24,Ibuprofeno,304,528,0,Bajo,0
2021-08-18,Simvastatina,487,286,0,Bajo,0
2023-03-31,Amoxicilina,188,361,0,Medio,0
2021-02-09,Ibuprofeno,413,908,0,Bajo,0
2023-06-13,Loratadina,335,256,0,Bajo,0
2023-12-14,Losartan,429,312,1,Medio,0
2024-05-19,Metformina,131,830,0,Bajo,0
